Academic_Year,Student_ID,Surname,Forename,Gender,Date_of_Birth,Nationality,username,email,Prog_Yr,Stud_Yr,AIMS_Start,AIMS_ExpEnd,Category,Programme_Name
2017/18,10000064,Smith,Rebecca,F,31/10/1997,Pakistan,rsmith437,student10000064@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000065,Gates,Tracy,F,24/02/1999,Canada,tgates333,student10000065@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000066,Rodriguez,Cheryl,F,25/02/1993,Philippines,crodriguez954,student10000066@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000067,Mullen,Lauren,F,05/03/1992,Pakistan,lmullen941,student10000067@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000068,Morris,Tamara,F,06/09/1993,Philippines,tmorris894,student10000068@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000069,Parker,Kaylee,F,28/09/1996,Canada,kparker116,student10000069@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000070,Bowman,Virginia,F,30/04/1994,United Kingdom,vbowman312,student10000070@sample.edu,2,1,2017-09-20,2019-06-30,UG,Business Management
2017/18,10000071,Bernard,Eric,M,23/12/1992,United Kingdom,ebernard957,student10000071@sample.edu,2,1,2017-09-20,2019-06-30,UG,Business Management
2017/18,10000072,Guerrero,Ricky,M,10/12/1997,United Kingdom,rguerrero545,student10000072@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000073,Nash,Jason,M,21/11/1994,United Kingdom,jnash673,student10000073@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000074,Wright,Laura,F,29/08/1995,United Kingdom,lwright796,student10000074@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000075,Davis,Adrienne,F,04/08/1992,United Kingdom,adavis83,student10000075@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000076,Watson,Joshua,M,03/04/1997,Jordan,jwatson536,student10000076@sample.edu,3,1,2017-09-20,2018-06-30,UG,Business Management
2017/18,10000077,Estrada,Darryl,M,19/01/1995,Philippines,destrada315,student10000077@sample.edu,2,1,2017-09-20,2019-06-30,UG,Business Management
2017/18,10000078,Beasley,Kimberly,F,19/04/1992,Philippines,kbeasley724,student10000078@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000079,Perry,Michele,F,03/01/1997,Bangladesh,mperry816,student10000079@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
2017/18,10000080,Acevedo,Robert,M,03/04/2000,Philippines,racevedo913,student10000080@sample.edu,1,1,2017-09-20,2020-06-30,UG,Business Management
