Academic_Year,Student_ID,Surname,Forename,Gender,Date_of_Birth,Nationality,username,email,Prog_Yr,Stud_Yr,AIMS_Start,AIMS_ExpEnd,Category,Programme_Name
2023/24,10002931,Kelly,Eric,M,17/08/2000,India,ekelly833,student10002931@sample.edu,3,1,2023-09-20,2024-06-30,UG,Legal Studies
2023/24,10002932,Soto,Kimberly,F,05/02/2005,Bangladesh,ksoto889,student10002932@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002933,Chen,Jonathan,M,23/07/2000,Jordan,jchen928,student10002933@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002934,Duncan,Matthew,M,30/12/2005,United Kingdom,mduncan169,student10002934@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002935,Roberts,Jack,M,12/02/2004,Pakistan,jroberts201,student10002935@sample.edu,2,1,2023-09-20,2025-06-30,UG,Legal Studies
2023/24,10002936,Harris,Carrie,F,07/06/2003,Jordan,charris12,student10002936@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002937,Gonzales,Justin,M,08/02/2000,Jordan,jgonzales762,student10002937@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002938,Christensen,Brittany,F,16/12/2000,Bangladesh,bchristensen467,student10002938@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002939,Rivera,Kathy,F,25/12/2002,Canada,krivera860,student10002939@sample.edu,3,1,2023-09-20,2024-06-30,UG,Legal Studies
2023/24,10002940,Reed,Sarah,F,13/11/2002,Jordan,sreed896,student10002940@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002941,Richards,Pamela,F,22/08/2001,Jordan,prichards984,student10002941@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002942,Valdez,Stephen,M,17/08/2000,Philippines,svaldez342,student10002942@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002943,Reilly,Cynthia,F,25/03/2002,Bangladesh,creilly939,student10002943@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002944,Patterson,Garrett,M,04/02/1999,United Kingdom,gpatterson620,student10002944@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002945,Hanson,Kevin,M,16/08/2002,United States,khanson636,student10002945@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002946,Fox,Glenn,M,05/11/2003,Jordan,gfox496,student10002946@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002947,Johns,Kyle,M,24/02/2006,United Kingdom,kjohns494,student10002947@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002948,Trujillo,Charles,M,16/02/2006,Jordan,ctrujillo869,student10002948@sample.edu,3,1,2023-09-20,2024-06-30,UG,Legal Studies
2023/24,10002949,Martin,Ricky,M,13/03/2006,Pakistan,rmartin361,student10002949@sample.edu,3,1,2023-09-20,2024-06-30,UG,Legal Studies
2023/24,10002950,Obrien,Caleb,M,10/03/2001,Philippines,cobrien444,student10002950@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002951,Hale,Michael,M,22/02/2005,Canada,mhale161,student10002951@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002952,Gordon,Theresa,F,26/08/1998,Philippines,tgordon497,student10002952@sample.edu,2,1,2023-09-20,2025-06-30,UG,Legal Studies
2023/24,10002953,Mcfarland,Emily,F,10/04/1999,India,emcfarland360,student10002953@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002954,Kim,Isabella,F,17/08/1999,Bangladesh,ikim461,student10002954@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002955,Carroll,Christopher,M,11/09/2002,Jordan,ccarroll218,student10002955@sample.edu,2,1,2023-09-20,2025-06-30,UG,Legal Studies
2023/24,10002956,Stanley,David,M,01/09/1998,United States,dstanley924,student10002956@sample.edu,1,1,2023-09-20,2026-06-30,UG,Legal Studies
2023/24,10002957,Glover,Robert,M,29/07/2006,Canada,rglover793,student10002957@sample.edu,2,1,2023-09-20,2025-06-30,UG,Legal Studies
2023/24,10002958,King,Seth,M,15/07/2005,Philippines,sking791,student10002958@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002959,Guerrero,Jason,M,15/07/2001,Jordan,jguerrero456,student10002959@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002960,Lee,William,M,02/01/1999,Egypt,wlee527,student10002960@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002961,Lyons,Brian,M,22/09/2004,Jordan,blyons297,student10002961@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10002962,Whitaker,Dana,F,06/12/2002,Jordan,dwhitaker486,student10002962@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002963,Snyder,Dustin,M,05/07/1999,Bangladesh,dsnyder433,student10002963@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002964,Rogers,Hunter,M,13/12/2002,Bangladesh,hrogers80,student10002964@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002965,Martinez,Maria,F,19/02/1999,United States,mmartinez715,student10002965@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002966,Sanford,Travis,M,18/11/1999,Philippines,tsanford409,student10002966@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10002967,Becker,Donna,F,16/10/1998,Egypt,dbecker290,student10002967@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002968,Reid,Kevin,M,28/09/1999,United Kingdom,kreid548,student10002968@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10002969,Reynolds,Ana,F,02/09/2004,Bangladesh,areynolds295,student10002969@sample.edu,2,1,2023-09-20,2025-06-30,UG,Politics and International Relations
2023/24,10002970,Moreno,Thomas,M,16/05/2000,Pakistan,tmoreno966,student10002970@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002971,James,Sarah,F,22/10/2000,Canada,sjames388,student10002971@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002972,Adams,Wanda,F,11/05/2001,Canada,wadams299,student10002972@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002973,Ford,Autumn,F,19/01/2006,India,aford350,student10002973@sample.edu,2,1,2023-09-20,2025-06-30,UG,Politics and International Relations
2023/24,10002974,Brown,Donald,M,27/03/2006,Jordan,dbrown676,student10002974@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002975,Oneal,Ann,F,26/06/2001,United States,aoneal282,student10002975@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002976,Payne,Caleb,M,11/11/2006,India,cpayne929,student10002976@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002977,Krause,Kathryn,F,14/02/2000,India,kkrause83,student10002977@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002978,Stewart,Amy,F,14/06/2001,Canada,astewart315,student10002978@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002979,Rodriguez,Sarah,F,22/01/2001,India,srodriguez110,student10002979@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002980,Wallace,Scott,M,08/04/2003,United States,swallace491,student10002980@sample.edu,2,1,2023-09-20,2025-06-30,UG,Politics and International Relations
2023/24,10002981,Davis,Brandi,F,03/10/2002,Philippines,bdavis383,student10002981@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002982,Martin,Cristian,M,04/05/2005,Bangladesh,cmartin982,student10002982@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002983,Davis,Jordan,M,01/03/2001,Bangladesh,jdavis573,student10002983@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002984,Saunders,Nicole,F,02/06/1998,Egypt,nsaunders617,student10002984@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002985,Graham,Dana,F,28/11/1999,Bangladesh,dgraham14,student10002985@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002986,Ortiz,Samantha,F,17/10/2000,United States,sortiz313,student10002986@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10002987,Franklin,Veronica,F,01/05/2000,Bangladesh,vfranklin329,student10002987@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10002988,Parker,Wesley,M,01/10/1999,India,wparker762,student10002988@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002989,Cobb,Alexandra,F,19/07/2001,United Kingdom,acobb397,student10002989@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002990,Silva,Jennifer,F,19/06/2000,Egypt,jsilva669,student10002990@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10002991,Thompson,Brent,M,04/08/2005,India,bthompson439,student10002991@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002992,Chan,Angela,F,16/06/2003,Philippines,achan827,student10002992@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002993,Kim,Brian,M,11/11/1998,Bangladesh,bkim758,student10002993@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002994,Huerta,Monica,F,10/10/2004,Philippines,mhuerta653,student10002994@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10002995,Kelly,Rose,F,07/07/2001,Philippines,rkelly838,student10002995@sample.edu,2,1,2023-09-20,2025-06-30,UG,Politics and International Relations
2023/24,10002996,Barr,Robert,M,28/11/1999,India,rbarr661,student10002996@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10002997,Walters,Francisco,M,07/09/2005,Bangladesh,fwalters760,student10002997@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002998,Yang,Timothy,M,02/05/2002,Bangladesh,tyang827,student10002998@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10002999,Jimenez,Caleb,M,13/10/2002,India,cjimenez865,student10002999@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003000,Copeland,Jeffrey,M,24/10/2003,Pakistan,jcopeland215,student10003000@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003001,Chaney,Brianna,F,28/12/2005,Pakistan,bchaney309,student10003001@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003002,Singh,Logan,M,11/10/2005,Bangladesh,lsingh13,student10003002@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003003,Barry,Jeffrey,M,19/02/2002,United States,jbarry218,student10003003@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10003004,Griffin,Robin,F,14/08/1998,Canada,rgriffin510,student10003004@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10003005,Cooper,Brittany,F,26/06/2003,Canada,bcooper524,student10003005@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003006,Peterson,Kelli,F,27/11/2005,Philippines,kpeterson581,student10003006@sample.edu,2,1,2023-09-20,2025-06-30,UG,Politics and International Relations
2023/24,10003007,Wise,Sara,F,26/09/2002,Canada,swise681,student10003007@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003008,Buchanan,Matthew,M,22/07/2002,India,mbuchanan994,student10003008@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003009,Haynes,Beverly,F,07/06/1998,Philippines,bhaynes185,student10003009@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003010,Allen,Rebecca,F,09/07/2000,Egypt,rallen872,student10003010@sample.edu,3,1,2023-09-20,2024-06-30,UG,Politics and International Relations
2023/24,10003011,Ayala,Jose,M,22/08/1998,India,jayala85,student10003011@sample.edu,1,1,2023-09-20,2026-06-30,UG,Politics and International Relations
2023/24,10003012,Holloway,Jason,M,29/03/1998,Canada,jholloway340,student10003012@sample.edu,2,1,2023-09-20,2025-06-30,UG,Computing Science
2023/24,10003013,Mays,Cory,M,23/11/2006,Egypt,cmays974,student10003013@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003014,Matthews,Tyler,M,19/03/1998,Canada,tmatthews367,student10003014@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003015,Carpenter,David,M,22/04/1999,Jordan,dcarpenter242,student10003015@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003016,Davis,Ryan,M,30/05/1999,Egypt,rdavis799,student10003016@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003017,Holden,Tonya,F,28/10/1998,Pakistan,tholden740,student10003017@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003018,Harrison,Julie,F,24/10/2000,India,jharrison633,student10003018@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003019,Webb,Frank,M,07/09/2006,Bangladesh,fwebb102,student10003019@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003020,Cannon,Brian,M,05/08/2001,Canada,bcannon561,student10003020@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003021,Cunningham,Mitchell,M,24/03/2003,Bangladesh,mcunningham864,student10003021@sample.edu,2,1,2023-09-20,2025-06-30,UG,Computing Science
2023/24,10003022,Bailey,Christopher,M,14/07/2002,Pakistan,cbailey949,student10003022@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003023,Turner,Mary,F,21/02/2001,United Kingdom,mturner436,student10003023@sample.edu,1,1,2023-09-20,2026-06-30,UG,Computing Science
2023/24,10003024,Perez,Michael,M,09/07/2003,Egypt,mperez448,student10003024@sample.edu,2,1,2023-09-20,2025-06-30,UG,Computing Science
